Артикул;Ozon Product ID;SKU;Barcode;Название товара;Контент-рейтинг;Бренд;Статус товара;Отзывы;Рейтинг;Видимость на Ozon;Причины скрытия;Дата создания;Категория;Тип;Объем товара, л;Объемный вес, кг;Доступно к продаже по схеме FBO, шт.;Зарезервировано, шт;Доступно к продаже по схеме FBS, шт.;Доступно к продаже по схеме realFBS, шт.;Зарезервировано на моих складах, шт;Текущая цена с учетом скидки, ₽;Цена до скидки (перечеркнутая цена), ₽;Цена Premium, ₽;Размер НДС, %
'Термонаклейка Киберпанк мужской портрет;2215413340;2474254998;OZN2474254998;Термонаклейка для одежды: Киберпанк мужской портрет;'22.5;Amazing pics;Продается;3;'5.00;Показывается;;15.07.2025 6:50;Материал для рукоделия;Термонаклейка;'0.64;'0.1;18;0;0;0;0;298.00;539.00;;0%
'Термонаклейка Череп в терновом венке и розах;2215413343;2474254021;OZN2474254021;Термонаклейка для одежды: Череп в терновом венке и розах;'22.5;Amazing pics;Продается;5;'5.00;Показывается;;15.07.2025 6:50;Материал для рукоделия;Термонаклейка;'0.64;'0.1;14;0;0;0;0;298.00;539.00;;0%
'Термонаклейка Гарри Поттер и Хагрид курят;2215413344;2474251925;OZN2474251925;Термонаклейка для одежды: Гарри Поттер и Хагрид курят;'22.5;Amazing pics;Готов к продаже;15;'5.00;Показывается;;15.07.2025 6:50;Материал для рукоделия;Термонаклейка;'0.64;'0.1;0;0;0;0;0;299.00;539.00;;0%
'Термонаклейка Череп в куртке Punk Not Dead;2215413346;2474254255;OZN2474254255;Термонаклейка для одежды: Череп в куртке Punk Not Dead;'22.5;Amazing pics;Продается;3;'5.00;Показывается;;15.07.2025 6:50;Материал для рукоделия;Термонаклейка;'0.64;'0.1;7;0;0;0;0;298.00;539.00;;0%
'Термонаклейка Акира и мотоцикл Аниме;2215413347;2474254585;OZN2474254585;Термонаклейка для одежды: Акира и мотоцикл Аниме;'22.5;Amazing pics;Продается;2;'5.00;Показывается;;15.07.2025 6:50;Материал для рукоделия;Термонаклейка;'0.64;'0.1;11;0;0;0;0;298.00;539.00;;0%
'Термонаклейка Берсерк воин в аниме стиле;2215413348;2474252626;OZN2474252626;Термонаклейка для одежды: Берсерк воин в аниме стиле;'22.5;Amazing pics;Продается;4;'5.00;Показывается;;15.07.2025 6:50;Материал для рукоделия;Термонаклейка;'0.64;'0.1;14;0;0;0;0;298.00;539.00;;0%
'Термонаклейка Девушка с автоматом аниме;2215413350;2474251481;OZN2474251481;Термонаклейка для одежды: Девушка с автоматом аниме;'22.5;Amazing pics;Продается;0;'5.00;Показывается;;15.07.2025 6:50;Материал для рукоделия;Термонаклейка;'0.64;'0.1;14;0;0;0;0;298.00;539.00;;0%
'Термонаклейка Акира на троне среди металлолома;2215413357;2474254579;OZN2474254579;Термонаклейка для одежды: Акира на троне среди металлолома;'22.5;Amazing pics;Продается;0;'5.00;Показывается;;15.07.2025 6:50;Материал для рукоделия;Термонаклейка;'0.64;'0.1;16;0;0;0;0;298.00;539.00;;0%
'Термонаклейка Лев в жёлтой куртке;2215413358;2474255592;OZN2474255592;Термонаклейка для одежды: Лев в жёлтой куртке;'22.5;Amazing pics;Продается;1;'5.00;Показывается;;15.07.2025 6:50;Материал для рукоделия;Термонаклейка;'0.64;'0.1;12;0;0;0;0;298.00;539.00;;0%
'Термонаклейка Пантера в огненной ярости красный;2215413359;2474254273;OZN2474254273;Термонаклейка для одежды: Пантера в огненной ярости красный;'22.5;Amazing pics;Продается;3;'5.00;Показывается;;15.07.2025 6:50;Материал для рукоделия;Термонаклейка;'0.64;'0.1;12;0;0;0;0;298.00;539.00;;0%
'Термонаклейка Самурай в маске воина;2215413360;2474251571;OZN2474251571;Термонаклейка для одежды: Самурай в маске воина;'22.5;Amazing pics;Продается;12;'5.00;Показывается;;15.07.2025 6:50;Материал для рукоделия;Термонаклейка;'0.64;'0.1;16;0;0;0;0;298.00;539.00;;0%
'Термонаклейка Зомби-дядя Сэм с надписью CONSUME;2215413361;2474253289;OZN2474253289;Термонаклейка для одежды: Зомби-дядя Сэм с надписью CONSUME;'22.5;Amazing pics;Продается;0;'5.00;Показывается;;15.07.2025 6:50;Материал для рукоделия;Термонаклейка;'0.64;'0.1;16;0;0;0;0;298.00;539.00;;0%
'Термонаклейка Шредер и Кренг из Черепашек-ниндзя;2215413371;2474252601;OZN2474252601;Термонаклейка для одежды: Шредер и Кренг из Черепашек-ниндзя;'22.5;Amazing pics;Продается;1;'5.00;Показывается;;15.07.2025 6:50;Материал для рукоделия;Термонаклейка;'0.64;'0.1;8;0;0;0;0;298.00;539.00;;0%
'Термонаклейка Киберпанк череп с ирокезом;2215413373;2474253325;OZN2474253325;Термонаклейка для одежды: Киберпанк череп с ирокезом;'22.5;Amazing pics;Продается;1;'5.00;Показывается;;15.07.2025 6:50;Материал для рукоделия;Термонаклейка;'0.64;'0.1;12;0;0;0;0;298.00;539.00;;0%
'Термонаклейка Белый волк с красным солнцем;2215413389;2474253882;OZN2474253882;Термонаклейка для одежды: Белый волк с красным солнцем;'22.5;Amazing pics;Продается;17;'5.00;Показывается;;15.07.2025 6:50;Материал для рукоделия;Термонаклейка;'0.06;'0.1;16;1;0;0;0;298.00;539.00;;0%
'Термонаклейка Сигма мем американский психопат;2215413390;2474253913;OZN2474253913;Термонаклейка для одежды: Сигма мем американский психопат;'22.5;Amazing pics;Продается;1;'5.00;Показывается;;15.07.2025 6:50;Материал для рукоделия;Термонаклейка;'0.64;'0.1;12;0;0;0;0;298.00;539.00;;0%
'Термонаклейка Череп с рогами и логотипом Metallica;2215413408;2474255236;OZN2474255236;Термонаклейка для одежды: Череп с рогами и логотипом Metallica;'22.5;Amazing pics;Продается;4;'5.00;Показывается;;15.07.2025 6:50;Материал для рукоделия;Термонаклейка;'0.64;'0.1;8;0;0;0;0;298.00;539.00;;0%
'Термонаклейка Яркий аниме белый дракон с огнём;2215413434;2474252891;OZN2474252891;Термонаклейка для одежды: Яркий аниме белый дракон с огнём;'22.5;Amazing pics;Продается;5;'5.00;Показывается;;15.07.2025 6:50;Материал для рукоделия;Термонаклейка;'0.64;'0.1;12;0;0;0;0;298.00;539.00;;0%
'Термонаклейка Чёрный кот Catzilla Годзилла луч;2215641223;2474431127;OZN2474431127;Термонаклейка для одежды: Чёрный кот Catzilla Годзилла луч;'22.5;Amazing pics;Продается;4;'5.00;Показывается;;15.07.2025 7:06;Материал для рукоделия;Термонаклейка;'0.64;'0.1;18;0;0;0;0;298.00;539.00;;0%
'Игрушка для детей Лягушка test;2881584258;2974138961;OZN2974138961;Игрушка для детей, антистресс для взрослых Лягушка test;'50;Amazing pics;Готов к продаже;0;'0.00;Показывается;;15.10.2025 9:33;Игрушки;Фигурка;'0.40;'0.1;0;0;0;0;0;199.00;599.00;;0%
